$$SOE
1984-Dec-11, -7.993480176721662E+08, -2.218705715987830E+09, 1.398213746180797E+07, 6.981016033645446E+00, -1.701304907638429E+01, -4.881169561753600E-01
1985-Jan-10, -7.812269186953511E+08, -2.262728051887618E+09, 1.271649887212467E+07, 7.001093264273170E+00, -1.695504862446877E+01, -4.884481960161695E-01
1985-Feb-09, -7.630554692405541E+08, -2.306601947461579E+09, 1.145006154433179E+07, 7.019878446238121E+00, -1.689850429009010E+01, -4.887339669433519E-01
1985-Mar-11, -7.448369242319294E+08, -2.350331108515454E+09, 1.018293722375739E+07, 7.037443030100141E+00, -1.684336449769205E+01, -4.889793606821282E-01
1985-Apr-10, -7.265743383278201E+08, -2.393919099696249E+09, 8.915222136230111E+06, 7.053866501372774E+00, -1.678955521611520E+01, -4.891890085377772E-01
1985-May-10, -7.082706915199789E+08, -2.437369271568482E+09, 7.647017014789224E+06, 7.069123949873652E+00, -1.673702918428360E+01, -4.893577041672819E-01
1985-Jun-09, -6.899289899043777E+08, -2.480685011985217E+09, 6.378424194458604E+06, 7.083240633279598E+00, -1.668584088709964E+01, -4.894895604001182E-01
1985-Jul-09, -6.715520501568818E+08, -2.523869845192625E+09, 5.109528045362830E+06, 7.096328486646792E+00, -1.663601242729836E+01, -4.895914527329488E-01
1985-Aug-08, -6.531424657756797E+08, -2.566927287085828E+09, 3.840407915353775E+06, 7.108444001695212E+00, -1.658755485364705E+01, -4.896635688170736E-01
1985-Sep-07, -6.347026283727791E+08, -2.609860955496561E+09, 2.571130906867504E+06, 7.119693828121517E+00, -1.654051840821327E+01, -4.897145413139921E-01
1985-Oct-07, -6.162345935936822E+08, -2.652674563570593E+09, 1.301738702650428E+06, 7.130211323294076E+00, -1.649491257880028E+01, -4.897520280255332E-01
1985-Nov-06, -5.977402350492606E+08, -2.695371943330667E+09, 3.226646388113499E+04, 7.140009765801604E+00, -1.645089517280281E+01, -4.897781777804369E-01
1985-Dec-06, -5.792213706996026E+08, -2.737958017659086E+09, -1.237280277623892E+06, 7.149137328159950E+00, -1.640929009609624E+01, -4.898174050482504E-01
1986-Jan-05, -5.606794725243239E+08, -2.780443874219599E+09, -2.507067395543814E+06, 7.157887986576418E+00, -1.637616349163233E+01, -4.900297741709725E-01
1986-Feb-04, -5.367747797731770E+08, -2.821819541250537E+09, -2.694346236258030E+06, 1.278188612542048E+01, -1.500332854814050E+01, 6.574516017477459E-01
1986-Mar-06, -5.036522193230269E+08, -2.860657944247337E+09, -9.917972266041040E+05, 1.277935006653194E+01, -1.496539057421996E+01, 6.566151337043733E-01
1986-Apr-05, -4.705219103190513E+08, -2.899391665554713E+09, 7.099403918060064E+05, 1.278428470627347E+01, -1.492240058619751E+01, 6.564792051778365E-01
1986-May-05, -4.373784303919024E+08, -2.938017745722178E+09, 2.411446359328747E+06, 1.278934484720134E+01, -1.488194536179256E+01, 6.564148804237346E-01
1986-Jun-04, -4.042222759864851E+08, -2.976540815895690E+09, 4.112798367492437E+06, 1.279403899857445E+01, -1.484283327848255E+01, 6.563550126381106E-01
1986-Jul-04, -3.710545414255179E+08, -3.014963816890694E+09, 5.813984246898890E+06, 1.279825631160065E+01, -1.480469151802732E+01, 6.562875055822373E-01
1986-Aug-03, -3.378766179546657E+08, -3.053289088705302E+09, 7.514986788144112E+06, 1.280189326720637E+01, -1.476742190420306E+01, 6.562131890603116E-01
1986-Sep-02, -3.046900347036931E+08, -3.091518905883026E+09, 9.215783841808796E+06, 1.280495160268772E+01, -1.473104361890768E+01, 6.561273819946116E-01
1986-Oct-02, -2.714961928467215E+08, -3.129655554901031E+09, 1.091633947740459E+07, 1.280749289496902E+01, -1.469552744755740E+01, 6.560283120600578E-01
1986-Nov-01, -2.382964132578372E+08, -3.167701278639340E+09, 1.261662523322010E+07, 1.280954595137126E+01, -1.466088723637964E+01, 6.559184903748605E-01
1986-Dec-01, -2.050918459673495E+08, -3.205658356703973E+09, 1.431660611894488E+07, 1.281121178427326E+01, -1.462712059884976E+01, 6.557916159841506E-01
1986-Dec-31, -1.718833635126288E+08, -3.243528917488246E+09, 1.601623705237174E+07, 1.281256159806043E+01, -1.459411138599573E+01, 6.556501243672956E-01
1987-Jan-30, -1.386718180218878E+08, -3.281314833190594E+09, 1.771548703980184E+07, 1.281357212057883E+01, -1.456180119161824E+01, 6.554979581620666E-01
1987-Mar-01, -1.054581047918278E+08, -3.319017891770274E+09, 1.941432800631642E+07, 1.281424098926652E+01, -1.453017394574680E+01, 6.553340094433793E-01
1987-Mar-31, -7.223646813239467E+07, -3.356652787311416E+09, 2.111326030174875E+07, 1.281876841526912E+01, -1.450744124803226E+01, 6.554986721949581E-01
1987-Apr-30, -3.901025744214933E+07, -3.394216639788898E+09, 2.281208942206311E+07, 1.281867467997457E+01, -1.447713201474039E+01, 6.553254678936336E-01
1987-May-30, -5.784749841728100E+06, -3.431702888880343E+09, 2.451045848568463E+07, 1.281824695016666E+01, -1.444756213182538E+01, 6.551424733373334E-01
1987-Jun-29, 2.743929099291588E+07, -3.469113396016047E+09, 2.620834226571798E+07, 1.281754171016692E+01, -1.441868605561576E+01, 6.549518315945511E-01
1987-Jul-29, 6.066117243599523E+07, -3.506449950782484E+09, 2.790572157498622E+07, 1.281658718568110E+01, -1.439049703485711E+01, 6.547528970870573E-01
1987-Aug-28, 9.388031722055140E+07, -3.543714311117530E+09, 2.960256971280050E+07, 1.281544346638180E+01, -1.436296590248954E+01, 6.545416896178171E-01
1987-Sep-27, 1.270962479577961E+08, -3.580908051152888E+09, 3.129886263031888E+07, 1.281409279678002E+01, -1.433600296056123E+01, 6.543259736844256E-01
1987-Oct-27, 1.603083573113941E+08, -3.618032655433035E+09, 3.299459458441019E+07, 1.281249141847065E+01, -1.430962711373857E+01, 6.541089640516677E-01
1987-Nov-26, 1.935160213701366E+08, -3.655089708280573E+09, 3.468975840195751E+07, 1.281067646655255E+01, -1.428387609064875E+01, 6.538873185479215E-01
1987-Dec-26, 2.267187259531411E+08, -3.692080785298419E+09, 3.638434729477620E+07, 1.280866226524082E+01, -1.425872515826130E+01, 6.536657596855555E-01
1988-Jan-25, 2.599159830865481E+08, -3.729007480653692E+09, 3.807835973763990E+07, 1.280648215812491E+01, -1.423420154863484E+01, 6.534417349444217E-01
1988-Feb-24, 2.931074744911990E+08, -3.765871418276391E+09, 3.977177979870200E+07, 1.280423019909474E+01, -1.421028199998796E+01, 6.532083858748816E-01
1988-Mar-25, 3.262930473215159E+08, -3.802674013214166E+09, 4.146458897988629E+07, 1.280190734318309E+01, -1.418686259729299E+01, 6.529709314783574E-01
1988-Apr-24, 3.594724720163269E+08, -3.839416518333821E+09, 4.315677853896093E+07, 1.279947999644967E+01, -1.416391515230537E+01, 6.527302539616819E-01
1988-May-24, 3.926454694571915E+08, -3.876100148009707E+09, 4.484833721498084E+07, 1.279694765860452E+01, -1.414142194666784E+01, 6.524849450092978E-01
